"post_id","Date Added","Caption","Option 1","Option 2","Sponsor?","id","UGC?","# Views","# Resps","% R/V","% Opt1","% Opt2","# Likes","# Comments","# Bookmarks","# Skips"
"1716782963851-OvZLeX3A","2024-05-27 00:00:00","","Explore the depths of the ocean","Explore outer space","False","n/a","False",2,2,1,0.5,0.5,1,0,0,0
"1716782964405-4idEVNXU","2024-05-27 00:00:00","","Have a professor who cancels all exams but assigns double the amount of essays","Have a personal tutor who can explain any complex topic to you but they have an annoying habit of speaking only in rhymes","False","n/a","False",2,2,1,0,1,0,0,0,0
"1716782972162-Q4ZgF5X6","2024-05-27 00:00:00","","Have the talent to create your own popular webcomic","Have the opportunity to collaborate with a famous Asian comic artist on a project","False","n/a","False",2,2,1,1,0,0,0,0,0
"1716782974678-nFPwhejf","2024-05-27 00:00:00","","Have unlimited data on phone","Have unlimited battery life on phone","False","n/a","False",2,2,1,0.5,0.5,1,1,0,0
"1716782981354-tViZBOkU","2024-05-27 00:00:00","","Have a guaranteed income of $1 million per year for the rest of your life","Have the bility to invent one groundbreaking invention?","False","n/a","False",2,1,0.5,1,0,0,0,0,0
"1716783006188-ge6pytTy","2024-05-27 00:00:00","","Have to wear formal attire everywhere you go","Have to wear pajamas everywhere you go","False","n/a","False",2,2,1,1,0,0,0,0,0
"1716783010212-HDce4oWe","2024-05-27 00:00:00","","Have a cool futuristic robotic arm","Have a neural implant that lets you download skills like The Matrix","False","n/a","False",2,1,0.5,0,1,0,0,0,0
"1716783013580-WzudC3Jz","2024-05-27 00:00:00","","Have a personal chef who can cook any dish you want but it always tastes like cardboard","Have a personal chef who can only cook macaroni and cheese but it's the most delicious mac and cheese in the world","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716783025736-Pf3KV5Lw","2024-05-27 00:00:00","","Have the power to control time during work hours, but it also means you have to endure a daily dance-off with your boss","Have a job that pays a ridiculously high salary but requires you to wear cosplay every day","False","n/a","False",2,1,0.5,0,1,0,0,0,0
"1716783026945-vl1SmXJI","2024-05-27 00:00:00","","Have a lifetime supply of your favorite brand's products but never be able to try any other brands","Have the opporutnity to test and reviwe new products before they hit the market but never receive any freebies from your favorite brand again","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716783029806-6JUpFKBD","2024-05-27 00:00:00","","Join the Heroes","Join the Villains","False","n/a","False",2,2,1,1,0,1,0,0,0
"1716783042033-11yQbOgO","2024-05-27 00:00:00","","Live in an apartment","Live in a house","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716783044853-fZD8pU4Q","2024-05-27 00:00:00","","Have your dream job","Find your true love","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716805801519-IVl4PavH","2024-05-27 00:00:00","Pick your hero","Captain America","Iron Man","False","n/a","True",2,2,1,0.5,0.5,1,0,0,0
"1718759813793-qx7kyFkQ","2024-06-19 00:00:00","Instantly know how to play the","Guitar","Saxophone","False","n/a","True",2,2,1,0.5,0.5,1,1,0,0
"1718791389027-d56wieJQ","2024-06-19 00:00:00","","Jujutsu Kaisen","Windbreaker","False","n/a","True",2,2,1,1,0,0,1,0,0
"1716782959803-ovv6DHti","2024-05-27 00:00:00","","Be able to breathe underwater","Be able to walk on walls like Spiderman","False","n/a","False",1,1,1,0,1,0,0,0,0
"1716782987976-3TAaDu3m","2024-05-27 00:00:00","","Have the power to control people's emotions but you can never experience emotions yourself","Have the ability to feel all emotions intensely but have no control over them","False","n/a","False",1,1,1,1,0,0,0,0,0
"1716783043786-gzSvy0tf","2024-05-27 00:00:00","","Have a photographic memory","Have an incredibly high IQ","False","n/a","False",1,1,1,1,0,0,0,0,0
"1718788912052-uZdCndRs","2024-06-19 00:00:00","","study economics","study computer science","False","n/a","True",1,1,1,1,0,0,0,0,0
"1718788945635-JAcU4TU3","2024-06-19 00:00:00","","Work in the government","work with the government","False","n/a","True",1,1,1,0,1,0,0,0,0
"1718791412517-v2NLVg1a","2024-06-19 00:00:00","","Kaiju no. 8","Mashle: Magic and Muscles","False","n/a","True",1,1,1,1,0,0,0,0,0
"1718853503016-9SzyKsE6","2024-06-20 00:00:00","","After Effects","Premiere Pro","False","n/a","True",1,1,1,1,0,0,0,0,0
"1716781749109-0penXtsN","2024-05-27 00:00:00","","SAMSUNG","APPLE","False","n/a","False",0,0,,,,0,0,0,0
